,A.DCE,C.DCE,CS.DCE,M.DCE,Y.DCE,P.DCE,JD.DCE,L.DCE,PP.DCE,V.DCE,J.DCE,JM.DCE,I.DCE
2016/8/25,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/8/26,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/8/29,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/8/30,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/8/31,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/1,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/2,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/5,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/6,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/7,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/8,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/9,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/12,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/13,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/14,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/19,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/20,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/21,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/22,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/23,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/26,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/27,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/28,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/29,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/9/30,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/10,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/11,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/12,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/13,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/14,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/17,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/18,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/19,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/20,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/21,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/24,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/25,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/26,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/27,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/28,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/10/31,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/1,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/2,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/3,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/4,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/7,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/8,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/9,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/10,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/11,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/14,A1701.DCE,C1701.DCE,CS1701.DCE,M1701.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/15,A1701.DCE,C1705.DCE,CS1701.DCE,M1705.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/16,A1701.DCE,C1705.DCE,CS1701.DCE,M1705.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/17,A1701.DCE,C1705.DCE,CS1701.DCE,M1705.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/18,A1701.DCE,C1705.DCE,CS1701.DCE,M1705.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/21,A1701.DCE,C1705.DCE,CS1701.DCE,M1705.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/22,A1701.DCE,C1705.DCE,CS1701.DCE,M1705.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/23,A1701.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1701.DCE,P1701.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/24,A1701.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/25,A1701.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1701.DCE
2016/11/28,A1701.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1701.DCE,L1701.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1705.DCE
2016/11/29,A1701.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1701.DCE,L1705.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1705.DCE
2016/11/30,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1701.DCE,I1705.DCE
2016/12/1,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1701.DCE,V1701.DCE,J1701.DCE,JM1705.DCE,I1705.DCE
2016/12/2,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1701.DCE,J1701.DCE,JM1705.DCE,I1705.DCE
2016/12/5,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/6,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/7,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/8,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/9,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/12,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/13,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/14,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/15,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/16,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/19,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/20,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/21,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/22,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/23,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/26,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/27,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/28,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/29,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2016/12/30,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/3,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/4,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/5,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/6,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/9,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/10,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/11,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/12,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/13,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/16,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/17,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/18,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/19,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/20,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/23,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/24,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/25,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/1/26,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/3,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/6,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/7,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/8,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/9,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/10,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/13,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/14,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/15,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/16,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/17,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/20,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/21,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/22,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/23,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/24,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
